id,adi,soyadi,eposta,ceptel,dogumtarihi,dogumyeri_tilcelerid,cinsiyet,tckimlikno,kangrubu_tkangruplariid
5829,Seda,ERDOĞAN,seda.erdoğan40@gmail.com,5477904812,1987-10-13,1,f,85209238395,0
5830,Sena Işıl,İLTER,sena ışıl.ilter92@gmail.com,5494343403,2001-01-05,34,f,29293773825,0
5832,Seray,ŞAHİN,seray.şahin73@gmail.com,5496072561,1987-09-03,22,f,81411768676,0
5834,Büşra Nur,ÇAĞLAYAN CAN,büşra nur.çağlayan can38@gmail.com,5537333479,2001-01-09,67,f,58906349344,0
5835,Raşit,ÖZTÜRK,raşit.öztürk79@gmail.com,5315952402,1999-09-05,34,t,56419001588,0
5836,Burhan,ÇELEBİ,burhan.çelebi59@gmail.com,5337088958,1989-04-01,6,t,97896791424,0
5837,Mavi Bulut,KIRATLI,mavi bulut.kıratlı77@gmail.com,5441163568,1988-11-28,6,t,13834302993,0
5838,Serra,MELİOKĞLU,serra.meliokğlu12@gmail.com,5471119480,1991-12-04,5,f,34479143499,0
5841,Aydın,GÜNEL,aydın.günel95@gmail.com,5513105468,2002-11-20,34,t,67116069175,0
5842,Ayşe,DEMİRTAŞ,ayşe.demirtaş88@gmail.com,5536283564,2003-02-18,45,f,68044492086,0
5843,Mustafa,KANDEMİR,mustafa.kandemir16@gmail.com,5583153591,2003-11-16,46,t,51636205686,0
5844,Sunay,KÖSEM,sunay.kösem93@gmail.com,5404548815,1994-06-15,21,f,26937456968,0
5847,Hasip Onur,GÜLTEKİN,hasip onur.gültekin12@gmail.com,5367073973,1983-02-05,27,t,89961852103,0
5848,Mesut,Y,mesut.y89@gmail.com,5491649757,1997-09-07,34,t,30807040257,0
5849,Nihan,ARSLAN,nihan.arslan59@gmail.com,5334784455,1989-05-26,57,f,31254917852,0
5850,Halil Burak,BUNSUZ,halil burak.bunsuz88@gmail.com,5572417435,2002-10-17,34,t,12174486005,0
5851,Gökmen,BEKAROĞLU,gökmen.bekaroğlu98@gmail.com,5494997536,1993-01-08,34,t,20232109944,0
5854,Gülnur,MAIMAITI,gülnur.maımaıtı12@gmail.com,5345054100,1991-03-24,34,f,68268525913,0
5856,Mustafa,BOZ,mustafa.boz35@gmail.com,5554811452,1996-08-08,2,t,30821359642,0
5857,Fatih,SAYGAN,fatih.saygan10@gmail.com,5504320374,1999-10-07,40,f,87246048802,0
5859,Betül,Y,betül.y33@gmail.com,5524044408,2000-06-28,67,f,68117688588,2
5860,Dilek,GERGİN,dilek.gergin56@gmail.com,5492034354,1980-09-14,55,f,12690543975,0
5861,Melterm,ŞENVER,melterm.şenver66@gmail.com,5582211513,1986-09-26,26,f,32736664174,0
5862,Ali,ŞEMİEOĞLU,ali.şemieoğlu82@gmail.com,5558135665,1986-12-17,34,t,58943606777,0
5864,Kiper,KAYAALP,kiper.kayaalp36@gmail.com,5424610247,1987-04-24,34,t,75952398451,0
5867,Esra,ARSLAN,esra.arslan80@gmail.com,5396847508,1997-06-02,71,f,96339108128,0
5868,Korcan,KAYA,korcan.kaya82@gmail.com,5303118178,1991-09-22,6,f,84013936402,0
5869,Onur Alp,SEZER,onur alp.sezer60@gmail.com,5385319175,1982-04-01,54,t,75638855533,0
5871,İrem,ELHAN,irem.elhan97@gmail.com,5503250475,1991-08-13,34,f,80984683008,0
5872,Aytaç,ÇEMBERCİ,aytaç.çemberci96@gmail.com,5503817834,1989-06-21,34,t,49246360113,0
5873,Kutluğ,AKÜN,kutluğ.akün29@gmail.com,5555717117,1998-02-06,34,t,73268274469,0
5874,Okan,SOYADI,okan.soyadı54@gmail.com,5526054971,1992-01-27,34,t,37895863032,0
5875,Seher,KOÇ,seher.koç38@gmail.com,5377265857,1997-06-07,33,f,44556135660,0
5877,Muhsin,YILDIZ,muhsin.yıldız55@gmail.com,5301260924,1983-12-04,4,t,93998658116,0
5879,Abdullah Engin,NI SULTAN,abdullah engin.nı sultan12@gmail.com,5567557201,1998-04-05,61,t,93207357228,0
5881,Fatih,KAYACAN,fatih.kayacan57@gmail.com,5353113837,1999-11-02,80,t,23043438529,0
5882,Abdulkadir,YILMAZ,abdulkadir.yılmaz73@gmail.com,5468828960,1995-05-28,47,t,13573371365,0
5883,Hande,ERDOĞUŞ,hande.erdoğuş21@gmail.com,5377262920,1994-03-08,34,f,48889287127,0
5884,Mehmet,HEKİMOGLU,mehmet.hekimoglu16@gmail.com,5498260228,1999-07-15,9,t,18824737256,2
5885,Zahide Zehra,Y,zahide zehra.y47@gmail.com,5423562355,1993-02-21,34,f,93542883486,0
5886,Şehriban,ÇOBAN,şehriban.çoban76@gmail.com,5606515476,1989-07-07,32,f,84656515913,0
5888,Çağla,KHATSIANOVICH,çağla.khatsıanovıch71@gmail.com,5405536244,1983-01-15,34,f,54211319789,0
5889,Ata Özgür,MAMUTOVA,ata özgür.mamutova85@gmail.com,5393448164,1993-02-22,6,t,14829863735,0
5890,Seden,DEMİRCİ,seden.demirci70@gmail.com,5563526159,1992-06-28,35,f,25153422275,0
5891,Elçin,YİĞİT,elçin.yiğit55@gmail.com,5596694999,1984-08-05,34,f,76091165205,0
5892,Muhammet Fatih,ÇOKAY,muhammet fatih.çokay99@gmail.com,5342913662,1997-02-24,34,t,71612610716,0
5893,Hatice,ÇİÇEK,hatice.çiçek51@gmail.com,5502839766,1993-11-22,37,f,51665187615,0
5894,Şeyma,SOYDAN,şeyma.soydan68@gmail.com,5564614281,1998-01-06,34,f,10191734571,0
5897,Merve,ÖZDEMİR,merve.özdemir57@gmail.com,5601063638,1988-10-19,34,f,29189007092,0
5898,Nadi,AYANA,nadi.ayana20@gmail.com,5353470388,2003-04-20,54,t,86640281343,0
5899,Hazal,ÖZCAN,hazal.özcan71@gmail.com,5348136730,1996-10-28,6,f,19174432656,0
5904,Fatima,ATAKAN,fatima.atakan47@gmail.com,5395808453,2001-11-06,34,f,17421062941,0
5905,Dersim,BORAT,dersim.borat23@gmail.com,5307289728,1982-06-19,47,f,77088072729,0
5906,Mehtap,ÖZTÜRK,mehtap.öztürk42@gmail.com,5382679804,1985-03-25,34,f,51614222127,0
5907,Tuğçe,GÜLBEK,tuğçe.gülbek99@gmail.com,5427288737,1984-07-21,34,f,89504971153,0
5908,Adem Yasin,GÖZKARA,adem yasin.gözkara52@gmail.com,5486354272,1991-09-13,34,t,26587910806,0
5909,Semi,YÜCEKAL,semi.yücekal12@gmail.com,5564974278,1993-09-01,67,t,35950842198,0
5911,Rıfat,KARCI,rıfat.karcı51@gmail.com,5303941924,1994-01-07,44,t,64637126529,0
5912,Mevre,CEYLAN,mevre.ceylan72@gmail.com,5336262387,1990-05-14,1,f,68348226490,1
5913,Yıldız,YÜCEL,yıldız.yücel93@gmail.com,5524290848,1989-10-13,25,f,26164692788,0
5914,Nurşah,POLAT,nurşah.polat20@gmail.com,5593436734,1992-10-10,16,f,69029393097,0
5916,Yunus,YILDIRIM,yunus.yıldırım36@gmail.com,5534323775,1989-04-19,7,t,56972171234,0
5917,Tuğçe,BENZER,tuğçe.benzer24@gmail.com,5324300146,1988-04-16,60,f,78917643931,0
5921,Sinem,ÇAYCI,sinem.çaycı28@gmail.com,5524417593,1985-05-25,34,f,57965854044,0
5922,Ceren,KURŞUNOĞLU,ceren.kurşunoğlu49@gmail.com,5391860900,1985-07-03,55,f,73979798294,0
5924,Hülya,TEKİNALP,hülya.tekinalp12@gmail.com,5361216167,1981-05-18,34,f,98710461380,0
5927,Fehim,LAFCI,fehim.lafcı66@gmail.com,5378419302,1994-12-11,24,t,96102246243,0
5929,İlker,BAYAM,ilker.bayam20@gmail.com,5332349674,1987-03-14,34,t,50161186368,0
5930,Aydın,ŞANLI,aydın.şanlı66@gmail.com,5485682750,1992-10-20,34,t,52372543467,0
5931,Hande,ASSAİED,hande.assaied69@gmail.com,5304349890,2000-03-03,39,f,52565532865,0
5932,Dilara,BALCIOĞLU,dilara.balcıoğlu18@gmail.com,5456941842,1984-03-14,16,f,15420314190,0
5934,Mustafa K.,KARATAŞ,mustafa k..karataş15@gmail.com,5341880894,1992-09-04,34,t,65196717545,0
5935,Sena,SAK,sena.sak81@gmail.com,5454978232,1996-02-11,34,f,75962068681,0
5936,Aydan,ERGÜN,aydan.ergün25@gmail.com,5463916535,1999-05-10,10,f,90587221396,0
5937,Özgür,YILMAZ,özgür.yılmaz72@gmail.com,5478419652,1988-05-09,28,t,20799747816,0
5938,Murat,ABUDUAİNİ,murat.abuduaini35@gmail.com,5447548729,1984-07-20,3,t,64521799199,0
5939,Seyfettin,DOĞAN,seyfettin.doğan82@gmail.com,5584405312,2002-11-28,33,t,88941966505,0
5943,Elif,GÜNER ZÜLFİKAR,elif.güner zülfikar89@gmail.com,5371530920,1993-02-03,61,f,37631715580,0
5945,Ferhat,CİHANGİR,ferhat.cihangir37@gmail.com,5558310644,1998-09-15,2,t,14302948627,0
5947,Leyla,YAŞAR,leyla.yaşar50@gmail.com,5498662757,1995-03-10,54,f,91873445332,0
5950,İhsan Cem,ÖZTÜRK,ihsan cem.öztürk46@gmail.com,5431080961,1993-08-27,34,t,87621075361,0
5951,Ceyda,MUSTAFAEV,ceyda.mustafaev39@gmail.com,5501461199,1988-04-11,54,f,33364107415,0
5952,Mustafa Cihat,KIRKİÇ,mustafa cihat.kırkiç74@gmail.com,5594063511,1986-10-27,61,t,79178295112,0
5955,Ercüment,BİRDOĞDU (ÖZDEMİR),ercüment.birdoğdu (özdemir)64@gmail.com,5393948374,1980-07-15,41,t,87394107153,0
5957,Oğuz,Yüce,oğuz.yüce83@gmail.com,5464723518,1993-03-23,10,t,22685637537,0
5958,Tuğba,ÖZKAN,tuğba.özkan34@gmail.com,5538070847,1991-06-24,23,f,46827988811,0
5960,Orhan,ERSOY,orhan.ersoy92@gmail.com,5301490150,1986-11-21,55,t,46712670000,0
5961,Zeynep,KUŞOĞLU,zeynep.kuşoğlu64@gmail.com,5418229475,1988-04-11,63,f,95662108765,0
5963,Pınar,DANIŞ,pınar.danış62@gmail.com,5449020119,1990-03-08,44,f,92635400685,0
5964,Nurbaki,Y,nurbaki.y64@gmail.com,5444370549,2003-03-06,38,t,24627803206,0
5965,Gizem,ALİYEV,gizem.aliyev59@gmail.com,5579084571,2000-10-01,34,f,41326846934,0
5967,Buse,DEMİRAL,buse.demiral43@gmail.com,5443231879,1991-05-05,10,f,27143652360,0
5968,Ebru,ÇAKIR,ebru.çakır12@gmail.com,5335201867,1980-01-20,34,f,98629892838,0
5969,Çağtay Ozan,ÇAKIR,çağtay ozan.çakır54@gmail.com,5607003954,1998-05-04,34,t,63155769927,0
5970,Abdulsamet,YILDIZ,abdulsamet.yıldız85@gmail.com,5402006434,1980-01-24,19,t,70375282492,3
5971,Mustafa Hilmi,AYDIN,mustafa hilmi.aydın73@gmail.com,5524077657,1987-09-20,18,t,21295158661,0
5975,Mahmut,AKBULAK,mahmut.akbulak23@gmail.com,5477762870,1986-02-09,44,t,50010824457,0
5976,İpek,ŞAHİN,ipek.şahin69@gmail.com,5563062955,1994-02-15,6,f,87237861879,0
5977,Abdülkerim,GÜRSEL ÇETİNER,abdülkerim.gürsel çetiner46@gmail.com,5435074607,2002-06-03,81,t,58768284566,0
5978,Sena Nur,AVŞAR,sena nur.avşar10@gmail.com,5359009598,1988-05-06,34,f,66232002299,0
5980,Hasan,MEHMETİ,hasan.mehmeti82@gmail.com,5413957587,1985-05-05,2,t,87932276025,0
5981,Meryem,ÇAĞLAYAN,meryem.çağlayan76@gmail.com,5553225348,2003-01-01,34,f,58466867848,0
5983,Nesrin,TURAN,nesrin.turan99@gmail.com,5517256800,1988-12-03,47,f,17202947632,0
5984,Orçun Kaan,BALCI,orçun kaan.balcı64@gmail.com,5354164911,1980-01-28,34,t,28827802489,0
5985,Tunç,AĞIR,tunç.ağır81@gmail.com,5594901829,2001-08-24,6,t,83764162691,0
5987,Sezer,İBRAHİM,sezer.ibrahim62@gmail.com,5305130620,1985-11-12,59,t,95063498026,0
5991,Ezgi,DEMİRCİ,ezgi.demirci14@gmail.com,5548265172,1982-12-12,34,f,66955298407,0
5992,Emir,AŞAR,emir.aşar97@gmail.com,5492562196,1983-04-07,34,t,16212218249,0
5993,Ece,ÜREK,ece.ürek15@gmail.com,5434338109,2002-03-26,34,f,34245733133,0
5994,Ocan,Y,ocan.y23@gmail.com,5564900490,1981-12-07,34,t,73384725856,0
5995,Şenay,Y,şenay.y51@gmail.com,5507870794,1985-06-08,63,f,11949513770,0
5997,Ayşin,EKE,ayşin.eke32@gmail.com,5542515964,1987-07-28,67,f,21974153669,0
5998,Sadık Şevki,EROĞLU,sadık şevki.eroğlu17@gmail.com,5387230738,2002-03-21,34,t,84401863834,0
6002,Songul,SULTANA,songul.sultana15@gmail.com,5302388399,1998-06-21,2,f,63031598803,0
6003,Oğuz,RECEP,oğuz.recep58@gmail.com,5326141636,1994-11-21,53,t,59131940874,0
6005,Görkem,YAŞAR,görkem.yaşar57@gmail.com,5412280858,1990-02-01,16,t,12438752339,0
6006,Mehmet,DEVLET,mehmet.devlet43@gmail.com,5571984868,1986-08-04,23,t,40396672708,0
6008,Ömer,ÖZGAN,ömer.özgan79@gmail.com,5607976254,1996-04-16,61,t,86375149053,1
6009,Sibel,YALÇIN,sibel.yalçın64@gmail.com,5393782661,1982-07-24,75,f,72687679250,0
6013,Savaş,TOPRAK,savaş.toprak35@gmail.com,5313581476,1988-10-20,31,t,50138806032,0
6014,Mustafa,SÖKEN,mustafa.söken16@gmail.com,5413396616,1991-09-19,34,t,82722903331,0
6015,Neziha,BAYTAR,neziha.baytar61@gmail.com,5328282516,1995-10-25,45,f,91359105116,0
6016,Selvi,YİĞİT,selvi.yiğit38@gmail.com,5471047921,1998-08-04,19,f,95320264631,0
6018,Gizem,İDE,gizem.ide28@gmail.com,5494535258,2003-02-07,7,f,98560045286,0
6021,Meryem,ERTÜRK,meryem.ertürk60@gmail.com,5544297490,1985-12-26,1,f,90888891123,0
6022,Büşra,KOÇAK,büşra.koçak99@gmail.com,5544143476,1981-03-15,81,f,69403994696,0
6023,Mervenur Gizem,OKAY,mervenur gizem.okay40@gmail.com,5315999173,1997-12-27,54,f,87157327052,0
6026,Sedef,ABUBAKAR,sedef.abubakar48@gmail.com,5521776216,1992-08-08,55,f,22502099017,0
6027,Fazli,YALÇIN,fazli.yalçın17@gmail.com,5303660124,1990-06-28,2,t,51469884253,0
6029,Aziz Burak,KURTUL,aziz burak.kurtul22@gmail.com,5447009943,1992-11-14,34,t,40193363691,0
6032,Gönül,KASAPBAŞI,gönül.kasapbaşı56@gmail.com,5351100315,1983-04-09,34,f,77807272669,0
6033,Osman,ÖZER,osman.özer16@gmail.com,5404943312,1998-09-16,3,t,65081789495,0
6034,Cengiz,TURAN,cengiz.turan53@gmail.com,5493209204,1997-03-04,34,t,83377930574,0
6037,Funda,YAŞAR,funda.yaşar15@gmail.com,5303516290,1998-11-23,25,f,39303161897,0
6038,Sadık,ÖZER,sadık.özer96@gmail.com,5471890655,1981-11-05,34,t,38061941405,0
6039,Serhat,KÖSE,serhat.köse15@gmail.com,5461283174,1994-05-24,72,t,10857677282,0
6040,Gökhan,HASANOVA,gökhan.hasanova37@gmail.com,5401396513,1988-05-04,39,t,92192000613,0
6044,Bektaş,İNAL,bektaş.inal79@gmail.com,5363510515,1991-11-25,44,t,80540755448,0
6050,Burcu,ŞİRİNOVA,burcu.şirinova32@gmail.com,5477413542,1994-06-23,34,f,82968760452,0
6051,Barış,KOUASSİ,barış.kouassi55@gmail.com,5596126722,1986-02-02,34,t,45531879497,0
6055,Damla,KAYA,damla.kaya16@gmail.com,5486581303,1994-10-05,34,f,42789180992,0
6056,Şebnem,GÜNER,şebnem.güner52@gmail.com,5542647955,1994-08-28,34,f,97403915361,0
6057,Erkan,KARABIYIK,erkan.karabıyık85@gmail.com,5609194390,1987-04-05,34,t,45870534092,0
6059,Gülşah,AKÇAKAYA,gülşah.akçakaya24@gmail.com,5531901164,1983-11-16,71,f,86147624031,0
6060,Elif Zeynep,SADE,elif zeynep.sade43@gmail.com,5539164256,1992-05-15,38,f,50140613682,0
6062,Yunus Ali,DURMAZ,yunus ali.durmaz10@gmail.com,5433014370,1980-03-19,34,t,74969208583,0
6063,Burak,SHEHADA,burak.shehada45@gmail.com,5448905468,1994-08-25,3,t,32072677483,0
6065,Tuğba,GÜZEL,tuğba.güzel46@gmail.com,5578913125,2000-07-28,52,f,49352230152,0
6066,Ibrahım,IŞKIN,ıbrahım.ışkın19@gmail.com,5565401261,1998-12-02,52,t,90950062648,0
6067,Cihad Furkan,ERKASAP,cihad furkan.erkasap39@gmail.com,5434767342,1995-01-06,38,t,19824599219,0
6068,Mehmet Emin,KARAYAZGAN,mehmet emin.karayazgan87@gmail.com,5445212515,1996-01-19,56,t,83453182126,0
6069,Sevgül,ÖZTÜRK,sevgül.öztürk52@gmail.com,5347984759,1986-06-19,7,f,65644459063,0
6071,Furkan,ÜMMET,furkan.ümmet23@gmail.com,5318221345,1987-04-20,10,t,23276538105,0
6072,Esra,KÖMBE,esra.kömbe47@gmail.com,5593424148,1995-06-14,66,f,82996306157,0
6074,Beytullah,TANGÖREN,beytullah.tangören12@gmail.com,5584622434,1984-06-07,67,t,17681109714,0
6075,Nur,DEMIR,nur.demır54@gmail.com,5511008103,1994-12-13,20,f,12216722044,0
6076,Furkan,ALKIN,furkan.alkın13@gmail.com,5602158787,1989-09-11,34,t,24065486827,0
6077,Rabia İclal,KARAKAYA,rabia iclal.karakaya38@gmail.com,5348340815,2000-12-19,34,f,19281005714,0
6078,Yusuf,AKAR,yusuf.akar21@gmail.com,5358146441,1993-09-22,63,t,21172707726,0
6079,Servet Celadet Resaı Hayrettın,AMANTAY,servet celadet resaı hayrettın.amantay22@gmail.com,5565534535,2001-11-27,34,t,18282726120,0
6081,Burak,OKUMUŞ,burak.okumuş83@gmail.com,5443084439,2001-01-16,59,t,21205852682,5
6085,Serkan,İPEKÇİ,serkan.ipekçi32@gmail.com,5602222879,1989-11-15,34,t,17245560655,0
6087,Cemal,ALBAYRAK,cemal.albayrak56@gmail.com,5574285507,1990-07-03,68,t,15372187432,0
6089,Yunus Can,KARA,yunus can.kara42@gmail.com,5427645762,1981-01-17,34,t,57159545708,0
6093,Uğur,ÖZ,uğur.öz11@gmail.com,5388050843,1990-02-01,35,t,24899024864,0
6097,Kudret,KALCI,kudret.kalcı65@gmail.com,5552366540,2002-08-20,63,f,57896800710,0
6098,Sabire,SEÇGİNLİ,sabire.seçginli92@gmail.com,5541424470,2003-01-08,40,f,40073292894,0
6099,Sinan,ÖZDEMİR,sinan.özdemir89@gmail.com,5514801412,1989-05-24,52,t,18465082030,0
6100,Tarkan,KAYA,tarkan.kaya78@gmail.com,5386941421,1986-02-19,61,t,78453591904,0
6101,nul,ERCİYES,nul.erciyes95@gmail.com,5585000696,1986-08-22,44,f,29625794240,0
6102,Aydın,ÖZKAYA,aydın.özkaya24@gmail.com,5388734500,1987-02-20,61,t,56733642214,0
6103,Cansu,DOĞAN,cansu.doğan29@gmail.com,5495643774,1992-04-21,34,f,55605067314,0
6106,İsmail Burak,AKPULAT,ismail burak.akpulat27@gmail.com,5451414299,1980-08-06,34,t,22284015610,1
6107,Özge Büşra,BOZKIR,özge büşra.bozkır40@gmail.com,5511013455,1984-03-11,34,f,72518701554,0
6108,Fahri Kaan,HATİPOĞLU,fahri kaan.hatipoğlu71@gmail.com,5526857559,1999-07-27,34,t,84209021298,0
6110,Selahattin Armağan,BERBEROĞLU,selahattin armağan.berberoğlu70@gmail.com,5435093634,1992-09-16,33,t,65299195375,0
6111,Ömer Faruk,BİNATLI,ömer faruk.binatlı47@gmail.com,5568452634,1984-03-23,3,t,76132512288,0
6112,Eda,YÖRÜBAS,eda.yörübas97@gmail.com,5352686338,1994-08-19,34,f,54492632578,0
6113,Teoman,YILDIZ,teoman.yıldız55@gmail.com,5536840174,1989-07-04,27,t,29079347603,0
6115,Mehtap,ÇETİNER,mehtap.çetiner78@gmail.com,5359065767,1993-11-02,23,f,85087223651,0
6116,Tolga,KARABAY,tolga.karabay26@gmail.com,5587765654,1980-02-25,34,t,33111432394,0
6118,Gizem,ALKHATIB,gizem.alkhatıb12@gmail.com,5594744416,1989-08-28,34,f,86126231264,0
6120,Samet,ÇAKMAKCI,samet.çakmakcı84@gmail.com,5338911184,1980-01-06,34,f,75473523765,0
6121,Burcu,KAYA,burcu.kaya25@gmail.com,5351387453,1991-10-01,16,f,89809235126,0
6122,Derya,ABUDUREYIMU,derya.abudureyımu95@gmail.com,5516732597,1992-12-06,42,f,13379574146,0
6123,Buğra,BAKIŞ,buğra.bakış47@gmail.com,5331234667,1992-11-27,81,t,36349828512,0
6130,Begum,ÇUBUKÇUOĞLU,begum.çubukçuoğlu54@gmail.com,5345912577,2000-01-01,34,f,26908246068,0
6133,Canan,AKSOY,canan.aksoy71@gmail.com,5341435513,1995-12-28,16,f,36243240251,0
6138,Resul,TAŞKIN,resul.taşkın92@gmail.com,5524898537,1982-04-28,18,t,60107553795,0
6139,Emre,TEKTAŞ,emre.tektaş23@gmail.com,5538895564,1987-08-23,59,t,25565237755,0
6140,Muhammet,NAZLI,muhammet.nazlı82@gmail.com,5556871126,2003-11-12,61,t,19253596485,0
6141,Belin,DURDAĞ,belin.durdağ13@gmail.com,5571301636,2003-06-11,34,f,80761396555,0
6144,Kezban,ALSHEKHI,kezban.alshekhı61@gmail.com,5595589357,1981-06-09,19,f,80627973311,8
6146,Yiğit,İÇİN,yiğit.için56@gmail.com,5365452921,1988-11-04,6,t,10207954440,0
6148,Vasfiye Tuba,VAROĞLU,vasfiye tuba.varoğlu50@gmail.com,5481860508,1993-10-16,21,f,60083734993,0
6150,Murat,KAYA,murat.kaya69@gmail.com,5558380875,1980-04-08,16,t,97007191273,0
6151,Şeyma,Y,şeyma.y61@gmail.com,5525654762,2003-05-02,60,f,46185926617,0
6152,Muzeyyen,GÖK,muzeyyen.gök55@gmail.com,5453333571,1993-04-27,67,f,51900172707,0
6153,Özlem,TECER,özlem.tecer86@gmail.com,5463256490,1997-12-26,34,f,34723540065,0
6154,Hakan,AMCHA,hakan.amcha13@gmail.com,5328085823,1989-09-27,34,t,42796664629,1
6155,Bora,TOSUN,bora.tosun74@gmail.com,5608633113,1987-05-17,34,t,31195701262,0
6156,Ömer,KAYA,ömer.kaya98@gmail.com,5593215609,1991-01-15,34,t,21462558458,0
6157,Fatma Nur,CZERW,fatma nur.czerw71@gmail.com,5351142407,1984-02-27,42,f,64409016175,0
6159,Mehmet Alper,MAMMADOV,mehmet alper.mammadov75@gmail.com,5403273621,1999-05-07,52,t,66517761468,1
6161,Emel,ABDİLLAHİ,emel.abdillahi27@gmail.com,5332599629,2001-03-19,6,f,48525852104,0
6163,Murat,BAŞAL,murat.başal63@gmail.com,5506737731,1995-02-21,3,t,48381448870,0
6164,Ebru,ÖZTÜRK,ebru.öztürk74@gmail.com,5456070664,1997-04-28,34,f,24115585178,0
6165,Cihan,SULEYMENLİ,cihan.suleymenli41@gmail.com,5455088626,1997-01-06,34,t,76290679145,0
6166,Cem Naci,ERDEMİR,cem naci.erdemir91@gmail.com,5373330325,1981-09-10,34,t,95203840144,0
6168,Gamze,TAHMAZ,gamze.tahmaz60@gmail.com,5317852918,1996-12-27,34,f,16500958192,0
6171,Merve,ÖZEN,merve.özen96@gmail.com,5482615476,2001-02-22,34,f,62505656281,0
6172,İlknur,Y,ilknur.y88@gmail.com,5329198770,1984-04-04,10,f,38338187556,3
6173,Ayşe Sümeyra,KASIMOĞLU,ayşe sümeyra.kasımoğlu93@gmail.com,5526988602,1984-04-24,34,f,65293002606,0
6175,Gizem,MAZLUM,gizem.mazlum51@gmail.com,5437275601,1986-06-19,65,f,30212151782,0
6176,Mustafa Kemal,AYDOĞDU,mustafa kemal.aydoğdu71@gmail.com,5596915199,1991-06-21,34,t,63565714390,0
6177,Mustafa Kaan,ASİLTÜRK,mustafa kaan.asiltürk76@gmail.com,5437348748,1984-01-23,80,t,58470432214,1
6178,Mustafa,ÖZTAN,mustafa.öztan31@gmail.com,5401686663,1984-12-26,10,t,61425771023,0
6182,Mustafa Afşin,ÇETİNKAYA,mustafa afşin.çetinkaya55@gmail.com,5533252978,1993-04-02,34,t,39090866565,0
6184,Serkan,MULATİ,serkan.mulati66@gmail.com,5391869849,2001-08-23,34,t,55991939878,0
6185,Ahmet Sina,KÜTÜĞ,ahmet sina.kütüğ49@gmail.com,5412575946,2003-02-23,34,t,52846940086,0
6187,Ceren,YÖNTEN,ceren.yönten65@gmail.com,5444220577,1988-11-15,6,f,24160875717,0
6188,Cemalettin,KILINÇ,cemalettin.kılınç62@gmail.com,5552840759,1996-01-19,72,t,93006500504,0
6194,Arif,EKŞİOĞLU,arif.ekşioğlu31@gmail.com,5506847130,1998-08-01,59,t,14813592259,0
6195,Melike,İNCEBACAK,melike.incebacak79@gmail.com,5403978241,1987-01-05,34,f,40126229090,0
6197,Hayrullah,KOCA,hayrullah.koca27@gmail.com,5502867330,1981-12-23,65,t,70617641114,0
6198,Mehmet Akif,ILDIR,mehmet akif.ıldır51@gmail.com,5383614923,1984-06-20,34,t,26918522743,0
6199,Ozan Hakkı,ÇOR,ozan hakkı.çor33@gmail.com,5405607337,1990-04-19,35,t,46536270198,7
6201,Emel,VANLI,emel.vanlı37@gmail.com,5328353162,1995-12-15,63,f,89616477825,0
6205,Yunus Emre,KONDU,yunus emre.kondu14@gmail.com,5431711799,1990-07-01,71,t,17309943651,0
6207,Füsun,İSTANBULLUOĞLU,füsun.istanbulluoğlu26@gmail.com,5524778242,2003-01-13,16,f,25411870082,0
6209,Serpil,HASSAN,serpil.hassan34@gmail.com,5355100707,1996-07-21,39,f,35838034845,0
6212,Ömer Faruk,ŞİRİN,ömer faruk.şirin59@gmail.com,5371338660,2001-09-04,75,t,20798147397,1
6214,Turhan Mert,YAZICIOĞLU,turhan mert.yazıcıoğlu42@gmail.com,5536047864,2000-07-11,34,t,44288775393,0
6216,Tuğçe,ERDOĞMUŞ,tuğçe.erdoğmuş28@gmail.com,5514632375,1999-02-23,34,f,59544564338,0
6219,Serhat,KAPLAN,serhat.kaplan43@gmail.com,5365625164,1981-07-12,13,t,67041678142,0
6220,Fatih,KABA EMNİYETLİ,fatih.kaba emniyetli93@gmail.com,5502640351,2000-12-28,6,t,23840774163,0
6221,Ömer,GÖZÜTOK,ömer.gözütok10@gmail.com,5481439525,1985-03-12,61,t,77307079079,0
6222,Gizem,SABUN,gizem.sabun94@gmail.com,5381522900,2000-12-03,35,f,79023577739,0
6224,Aynur,DÜNDAR,aynur.dündar67@gmail.com,5362760760,1995-10-22,48,f,29374152028,0
6225,Şenol,ÜNLÜ,şenol.ünlü81@gmail.com,5464393465,1986-08-09,41,t,69690405365,0
6226,Korkmaz,ÖZGÜN,korkmaz.özgün53@gmail.com,5425192730,1982-07-07,75,t,63342084790,0
6228,Cüneyt,ARSLAN,cüneyt.arslan88@gmail.com,5381428592,2000-07-16,53,t,52117355226,0
6229,Ebru,ÖNAL,ebru.önal36@gmail.com,5582091538,2002-03-21,46,f,47067671822,0
6231,Zeynep,ZAKARİA FARAH,zeynep.zakaria farah60@gmail.com,5543532205,1998-09-18,34,f,64869227451,0
6232,Mesut,ULU,mesut.ulu80@gmail.com,5474042349,1985-03-26,78,t,35374327726,0
6233,Eren,BALKI,eren.balkı16@gmail.com,5351801996,2001-06-04,34,t,24802839894,0
6235,Gökmen Cengiz,NEGİŞ,gökmen cengiz.negiş40@gmail.com,5515344496,2000-06-16,44,t,46474803846,0
6237,Neşe,PURUTÇUOĞLU,neşe.purutçuoğlu82@gmail.com,5433658960,1988-04-18,61,f,21049295329,0
